/libpng-1.6.34.tar.gz/configure;FSFUnlimited;1;1;0;1;0;Copyright,1
/libpng-1.6.34.tar.gz/ANNOUNCE;UNKNOWN;0;0;0;0;1;UNKNOWN
/libpng-1.6.34.tar.gz/projects/vstudio/libpng/libpng.vcxproj;NONE
/libpng-1.6.34.tar.gz/projects/vstudio/zlib/zlib.vcxproj;NONE
/libpng-1.6.34.tar.gz/projects/vstudio/vstudio.sln;NONE
/libpng-1.6.34.tar.gz/projects/vstudio/README.txt;UNKNOWN;0;0;0;1;4;Copyright,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
/libpng-1.6.34.tar.gz/projects/vstudio/pngstest/pngstest.vcxproj;NONE
/libpng-1.6.34.tar.gz/projects/vstudio/pngvalid/pngvalid.vcxproj;NONE
/libpng-1.6.34.tar.gz/projects/vstudio/pngtest/pngtest.vcxproj;NONE
/libpng-1.6.34.tar.gz/projects/vstudio/pngunknown/pngunknown.vcxproj;NONE
/libpng-1.6.34.tar.gz/projects/vstudio/pnglibconf/pnglibconf.vcxproj;NONE
/libpng-1.6.34.tar.gz/projects/vstudio/zlib.props;UNKNOWN;0;0;0;1;3;Copyright,UNKNOWN,UNKNOWN,UNKNOWN
/libpng-1.6.34.tar.gz/projects/visualc71/PRJ0041.mak;NONE
/libpng-1.6.34.tar.gz/projects/visualc71/pngtest.vcproj;NONE
/libpng-1.6.34.tar.gz/projects/visualc71/README.txt;UNKNOWN;0;0;0;1;3;Copyright,UNKNOWN,UNKNOWN,UNKNOWN
/libpng-1.6.34.tar.gz/projects/visualc71/libpng.vcproj;NONE
/libpng-1.6.34.tar.gz/projects/visualc71/libpng.sln;NONE
/libpng-1.6.34.tar.gz/projects/visualc71/README_zlib.txt;ZLIBref;1;1;0;2;1;Copyright,Copyright,UNKNOWN,1
/libpng-1.6.34.tar.gz/projects/visualc71/zlib.vcproj;NONE
/libpng-1.6.34.tar.gz/projects/owatcom/libpng.wpj;NONE
/libpng-1.6.34.tar.gz/projects/owatcom/libpng.tgt;NONE
/libpng-1.6.34.tar.gz/projects/owatcom/pngconfig.mak;UNKNOWN;0;0;0;0;2;UNKNOWN,UNKNOWN
/libpng-1.6.34.tar.gz/projects/owatcom/pngtest.tgt;NONE
/libpng-1.6.34.tar.gz/projects/owatcom/pngvalid.tgt;NONE
/libpng-1.6.34.tar.gz/projects/owatcom/pngstest.tgt;NONE
/libpng-1.6.34.tar.gz/pngrutil.c;UNKNOWN;0;0;0;1;2;Copyright,UNKNOWN,UNKNOWN
/libpng-1.6.34.tar.gz/install-sh;UNKNOWN;0;0;0;4;4;UNKNOWN,Copyright,MITpermission,X11notice,X11asIs,UNKNOWN,UNKNOWN,UNKNOWN
/libpng-1.6.34.tar.gz/pngconf.h;UNKNOWN;0;0;0;1;2;Copyright,UNKNOWN,UNKNOWN
/libpng-1.6.34.tar.gz/pngtrans.c;UNKNOWN;0;0;0;1;2;Copyright,UNKNOWN,UNKNOWN
/libpng-1.6.34.tar.gz/powerpc/powerpc_init.c;UNKNOWN;0;0;0;1;3;Copyright,UNKNOWN,UNKNOWN,UNKNOWN
/libpng-1.6.34.tar.gz/powerpc/filter_vsx_intrinsics.c;UNKNOWN;0;0;0;1;2;Copyright,UNKNOWN,UNKNOWN
/libpng-1.6.34.tar.gz/libpng-manual.txt;SeeFile;1;1;0;5;7;Copyright-TOOLONG,UNKNOWN,UNKNOWN,Copyright-TOOLONG,Copyright-TOOLONG,UNKNOWN,Copyright,Copyright,UNKNOWN,1,UNKNOWN,UNKNOWN,UNKNOWN
/libpng-1.6.34.tar.gz/CMakeLists.txt;UNKNOWN;0;0;0;1;2;Copyright,UNKNOWN,UNKNOWN
/libpng-1.6.34.tar.gz/config.h.in;NONE
/libpng-1.6.34.tar.gz/pngnow.png;UNKNOWN;0;0;0;0;1;UNKNOWN
/libpng-1.6.34.tar.gz/config.sub;GPLv3+,autoConfException;2;2;2;2;4;Copyright,1,-1,-1,UNKNOWN,1,UNKNOWN,Copyright,UNKNOWN,UNKNOWN
